task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-11039,0,Qwen/Qwen2.5-Coder-7B-Instruct,36f65c6f05c2ab1e3d726d363604ea5bc6308f730aa25c7c9fe40ba6bc80a0b7,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.614984750747681,0.7202920913696289,9,1,2,2026-02-12T15:59:16.220153,42
django__django-11049,0,Qwen/Qwen2.5-Coder-7B-Instruct,07a2a5993d857ae63da2e22d96b4c4f356bd77fcd3d372c1e8e49b5ac23f6165,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.587533473968506,0.514807939529419,2,2,2,2026-02-12T15:59:21.556029,42
django__django-11099,0,Qwen/Qwen2.5-Coder-7B-Instruct,f5b99562de014ce20827aee89e5528a00a02e8affeb1a141015efea7a7ec2a83,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.3131797313690186,0.5205914974212646,2,2,1,2026-02-12T15:59:25.658792,42
django__django-11133,0,Qwen/Qwen2.5-Coder-7B-Instruct,35a73f880459029f656df5590a037e2d6bb39aa337ac8af97aef2fa11628ebb4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.3533544540405273,0.49712181091308594,2,2,1,2026-02-12T15:59:28.493121,42
django__django-11179,0,Qwen/Qwen2.5-Coder-7B-Instruct,968e6d6a39031377726995878085a63edaf81a73f7ddd5fc8ee76fe03c91f2c4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.1788358688354492,0.5121364593505859,1,0,1,2026-02-12T15:59:31.344130,42
django__django-11283,0,Qwen/Qwen2.5-Coder-7B-Instruct,9b5b2b4db3235421040f7f03148d8844cb6b0e8077918c68aad0e230e497f4c4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.1094207763671875,0.5468039512634277,17,0,2,2026-02-12T15:59:33.035527,42
django__django-11422,0,Qwen/Qwen2.5-Coder-7B-Instruct,1fea7dd4836c21e8bf0c6d43a8f55e1ad89ad26a028189bca8a466e9f3c10b5d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.631775140762329,0.5155348777770996,4,0,1,2026-02-12T15:59:37.692215,42
django__django-11564,0,Qwen/Qwen2.5-Coder-7B-Instruct,5a38a7d81481005c25da2b70bf543ac445ec62c5de671dd0116b44357f86cfe3,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,5.430250883102417,0.5605583190917969,15,0,2,2026-02-12T15:59:39.839913,42
django__django-11583,0,Qwen/Qwen2.5-Coder-7B-Instruct,b3b52e5adab2655d4bdefd4302027cd43ba62bce872415f2f10d8074feace85c,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.010433197021484375,0.010433197021484375,0,0,0,2026-02-12T15:59:45.831123,42
django__django-11620,0,Qwen/Qwen2.5-Coder-7B-Instruct,47b37678c134ce3c89b8141699953c4dcbfbabf91c2d4b53ca12c1eaa8a10243,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.830739974975586,0.7886471748352051,1,1,1,2026-02-12T15:59:45.841759,42
django__django-11630,0,Qwen/Qwen2.5-Coder-7B-Instruct,bb64b4bcd28ae044278f3b117b6d76558cc8749028756c1b430cb978d87d73a0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.683274030685425,0.5327484607696533,2,0,2,2026-02-12T15:59:48.461537,42
django__django-11742,0,Qwen/Qwen2.5-Coder-7B-Instruct,e010e253ab859a28dac6599d87141f8b56b4a0e31a59a069a4755e775f83e1d1,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.665586233139038,0.5094101428985596,4,0,1,2026-02-12T15:59:51.678117,42
django__django-11797,0,Qwen/Qwen2.5-Coder-7B-Instruct,f13abd95866fb30e79a986507c3ffd429d98bac1467a8e811f6f798232298298,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.125147104263306,0.5089900493621826,2,2,2,2026-02-12T15:59:53.853869,42
django__django-11815,0,Qwen/Qwen2.5-Coder-7B-Instruct,bcbb574654e1da7500fc40c1f41856f03f3b47b57b0ad6e3ea6cc2d6a232a7ec,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.247281551361084,0.5533108711242676,2,2,1,2026-02-12T15:59:58.488613,42
django__django-11848,0,Qwen/Qwen2.5-Coder-7B-Instruct,c1c20a5b301e50140da7f40f6bd3e44d99b12cc87949b93f2d9793cc9cb28b39,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,5.190718173980713,0.5076797008514404,5,5,1,2026-02-12T16:00:01.289663,42
django__django-11905,0,Qwen/Qwen2.5-Coder-7B-Instruct,1727a229644e34af03954dce91e39bb9e56d253f9b06f45481d944e8b455adcc,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.9517302513122559,0.496976375579834,5,0,1,2026-02-12T16:00:06.988635,42
django__django-11910,0,Qwen/Qwen2.5-Coder-7B-Instruct,eff2bdc904ab5b1165b8563afecfdda46c123950ddc560ce60c2ea6423982065,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.859138011932373,0.4960355758666992,1,1,1,2026-02-12T16:00:09.437924,42
django__django-11964,0,Qwen/Qwen2.5-Coder-7B-Instruct,fd6c1e34f9ad4917dc360ed2cba3420025aed2e9335cd51841a3e40f333f9a64,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.461733102798462,0.6868596076965332,2,2,1,2026-02-12T16:00:11.793702,42
django__django-11999,0,Qwen/Qwen2.5-Coder-7B-Instruct,2bc03e251bb5eb30cf5e3c20ccbb26f2fe397fb9ec2e2c90c2c6f9b8af67c384,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,1,1.7318732738494873,0.49095773696899414,6,1,1,2026-02-12T16:00:14.942956,42
django__django-12113,0,Qwen/Qwen2.5-Coder-7B-Instruct,4696228dc3f09e318debbb578b71096537e4af59c50e66ce833417f0127216bd,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.2036821842193604,0.5593068599700928,15,0,2,2026-02-12T16:00:17.166242,42
django__django-12125,0,Qwen/Qwen2.5-Coder-7B-Instruct,f0b849a95dd3a364068864578f490f062ae6ec43b1f5cc7d1edfc9834fabd468,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.6016309261322021,0.5288388729095459,1,1,1,2026-02-12T16:00:20.929836,42
django__django-12184,0,Qwen/Qwen2.5-Coder-7B-Instruct,d6a1e849a4e441c9eb7bce39015c60847933af101f90ff9068d1e8ea48e294a9,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.281388521194458,0.5220410823822021,1,1,1,2026-02-12T16:00:23.061012,42
django__django-12284,0,Qwen/Qwen2.5-Coder-7B-Instruct,70658c23a5749123bacce0a3e481f7d3d2d9b1786295e0e8dc79bea6527459fb,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.0702672004699707,0.5290853977203369,1,1,1,2026-02-12T16:00:24.865101,42
django__django-12286,0,Qwen/Qwen2.5-Coder-7B-Instruct,1389701604b526901933b83fb2aa28bafeccc24d31c2360b94fb7ee4354372a7,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5341644287109375,0.6028714179992676,1,1,1,2026-02-12T16:00:27.465110,42
django__django-12308,0,Qwen/Qwen2.5-Coder-7B-Instruct,7fb17b8859349c66b62fe15a4bbca4ea4d43562aee6b7fcb73d451b708afd617,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.5920894145965576,0.854050874710083,9,0,2,2026-02-12T16:00:29.602739,42
django__django-12453,0,Qwen/Qwen2.5-Coder-7B-Instruct,dee2d42b99843dbc282bc24dc384ab64c2c2d5e5703bcd890c440e3a1a7352fd,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.686993360519409,0.5485875606536865,7,4,2,2026-02-12T16:00:34.049396,42
django__django-12470,0,Qwen/Qwen2.5-Coder-7B-Instruct,eb6e4eb0024875006150c96024d1ea24c103b1e8ef2a7be9f17473456777f745,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,0.6018381118774414,0.5561339855194092,1,1,1,2026-02-12T16:00:39.285510,42
django__django-12497,0,Qwen/Qwen2.5-Coder-7B-Instruct,41503ed40290630d73059b6ca6a77bdafdbe3abeb854c3aba414c44f8a4d8166,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.196657657623291,0.5083057880401611,2,2,2,2026-02-12T16:00:40.444089,42
django__django-12589,0,Qwen/Qwen2.5-Coder-7B-Instruct,b673ac16d880c57ecf63b70ee06818086eca490a0f9bbf8cfd4ff294303b2a70,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.8419668674468994,0.6057507991790771,5,0,1,2026-02-12T16:00:44.149504,42
django__django-12700,0,Qwen/Qwen2.5-Coder-7B-Instruct,c6cac01882d03c678caf4492491bb83ab3bde2ee13dff5058816dfb6bdb6c7d8,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.036656379699707,0.513979434967041,4,0,1,2026-02-12T16:00:46.597620,42
django__django-12708,0,Qwen/Qwen2.5-Coder-7B-Instruct,96d3caf05412ebebea4363c8d129afd836c65135cac1b930cea3c1121530cfdf,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.8609695434570312,0.5110645294189453,2,1,2,2026-02-12T16:00:49.148870,42
django__django-12747,0,Qwen/Qwen2.5-Coder-7B-Instruct,0d49b300bd22b6da7ff43c81c5de82b832ddab20bb129cd45b7bc5a173fe09bd,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.6639404296875,0.5826869010925293,1,1,1,2026-02-12T16:00:53.521319,42
django__django-12856,0,Qwen/Qwen2.5-Coder-7B-Instruct,718db93b9ce35c3b1aced62d70654597f8fa57d79dc37139e8854ef870f2a816,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.464841842651367,0.5372581481933594,10,0,2,2026-02-12T16:00:55.768575,42
django__django-12908,0,Qwen/Qwen2.5-Coder-7B-Instruct,2864def1c5c63d007bbdf37e653555dfa962ab756d7aa4d23b9ae5c821110994,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,1,1.8409199714660645,0.5256078243255615,1,0,1,2026-02-12T16:01:00.771972,42
django__django-12915,0,Qwen/Qwen2.5-Coder-7B-Instruct,b756bfd454e58629f510f5894215262612242789899c100d178ce3433cb771b8,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.791785717010498,0.5085015296936035,5,0,1,2026-02-12T16:01:03.139096,42
django__django-12983,0,Qwen/Qwen2.5-Coder-7B-Instruct,78ca97187344946d3632f8de6def7584dd10d6e89d60fcd9070e1671de66eb03,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.6732828617095947,0.5116779804229736,5,2,1,2026-02-12T16:01:05.440025,42
django__django-13028,0,Qwen/Qwen2.5-Coder-7B-Instruct,5730688a3439ae8ae8f807f3e8d55017a6357e0fee27040c65a13afe84851f22,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.830308198928833,0.6386423110961914,1,1,1,2026-02-12T16:01:08.625542,42
django__django-13033,0,Qwen/Qwen2.5-Coder-7B-Instruct,aa1e4661ff7885e9973ede8b0535cb7e5d43a35efc3dd3e103f68e477ed3e8b1,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.4716267585754395,0.500474214553833,1,1,1,2026-02-12T16:01:11.095014,42
django__django-13158,0,Qwen/Qwen2.5-Coder-7B-Instruct,067773206f404be3b46e4e79e5cff04ccc2070ec2cc121d3382fb7eb98f38048,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5366604328155518,0.5200610160827637,1,1,1,2026-02-12T16:01:14.067714,42
django__django-13220,0,Qwen/Qwen2.5-Coder-7B-Instruct,09d2e4ea7fcf7bf82a223c43859795ceeaa04459a7916ba0db8a7a133c8779fd,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.7527916431427002,0.5225262641906738,7,0,1,2026-02-12T16:01:16.124845,42
django__django-13230,0,Qwen/Qwen2.5-Coder-7B-Instruct,03a0c608206cf285a4a33e869bec042bbd7610c5d4592aae28929a5a01a313f3,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.1032323837280273,0.5166041851043701,2,0,1,2026-02-12T16:01:18.400780,42
django__django-13265,0,Qwen/Qwen2.5-Coder-7B-Instruct,9ac7501dfa880ffc6b51ba0b52cd1eef1eee89c0ab38310e63702ed9b7f69cf0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,5.000954866409302,0.5420267581939697,3,1,2,2026-02-12T16:01:21.021217,42
django__django-13315,0,Qwen/Qwen2.5-Coder-7B-Instruct,7acf4f781d66d8345ce74b8943dc5b70be74174a75c2e5c09d0db15835e40dd0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.2743077278137207,0.5613515377044678,5,0,2,2026-02-12T16:01:26.564631,42
django__django-13321,0,Qwen/Qwen2.5-Coder-7B-Instruct,4709d8cc1ee92af35df784074ea157c675594c37c416b8e244431c9e5ebfad8a,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.7138493061065674,0.5372920036315918,4,0,1,2026-02-12T16:01:30.400838,42
django__django-13401,0,Qwen/Qwen2.5-Coder-7B-Instruct,6dc7d0b16882453ee8d24aa56504cd0911611bd28db88de5afc95dd91ae53716,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.1134703159332275,0.6976308822631836,2,0,1,2026-02-12T16:01:32.652416,42
django__django-13447,0,Qwen/Qwen2.5-Coder-7B-Instruct,e0fd9d24e67133d03403ee7d311cd30154b9863ee464e18f6296f3c87b70134d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.1232903003692627,0.6249516010284424,3,0,1,2026-02-12T16:01:35.464052,42
django__django-13448,0,Qwen/Qwen2.5-Coder-7B-Instruct,92bf4ddaffc67ca28bdba2a212fc3a9b13890e66e83947b12c2ad2fb6563796c,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.641090154647827,0.5594947338104248,16,0,1,2026-02-12T16:01:38.212916,42
django__django-13551,0,Qwen/Qwen2.5-Coder-7B-Instruct,fc09ab2532656166865d5ab57a9eb1bdf531c133e36965c390d1ff9095f6c49d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.770618200302124,0.5504436492919922,3,2,2,2026-02-12T16:01:41.414126,42
django__django-13590,0,Qwen/Qwen2.5-Coder-7B-Instruct,fa0be1efc6b56bcde5990faebb27411489ff762152433349d9234bf7425e77ec,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,0.9382939338684082,0.5150787830352783,1,1,1,2026-02-12T16:01:44.735630,42
django__django-13658,0,Qwen/Qwen2.5-Coder-7B-Instruct,2528e5ccf387c1c4fa275848c214adb499660191ec6d3b21ba97695f16a9011a,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.1527209281921387,0.550137996673584,1,1,1,2026-02-12T16:01:46.189573,42
django__django-13660,0,Qwen/Qwen2.5-Coder-7B-Instruct,5cdc6413824b8a2e8b3ee6179ab219a6e3f5d8597d06da07a4242627a07592f5,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.8135626316070557,0.5338649749755859,2,1,1,2026-02-12T16:01:47.893000,42
django__django-13710,0,Qwen/Qwen2.5-Coder-7B-Instruct,16a1b18465be237520afc5c3173a110610df320221441b123ab30e0dd1814c38,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.5129950046539307,0.5679757595062256,5,0,2,2026-02-12T16:01:50.240947,42
django__django-13757,0,Qwen/Qwen2.5-Coder-7B-Instruct,4c170b96a3b37b9b54b2ba58f5c9a9bd12a4ec7cf0f8091d7d01ad7b4f7a2729,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.4328052997589111,0.6062066555023193,1,1,1,2026-02-12T16:01:54.322349,42
django__django-13768,0,Qwen/Qwen2.5-Coder-7B-Instruct,41600b743e993c8fea8ad3984a00e920db8f8249e408a3251f65a2b1394b9083,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5706584453582764,0.5416479110717773,1,0,1,2026-02-12T16:01:56.361903,42
django__django-13925,0,Qwen/Qwen2.5-Coder-7B-Instruct,52b3d69b52a350c5e76f6c9f64b29917b4d09fdf4137f9481a9ed607a661e2b0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.463193655014038,0.5396013259887695,2,1,1,2026-02-12T16:01:58.474696,42
django__django-13933,0,Qwen/Qwen2.5-Coder-7B-Instruct,282aa826a64985b49d6ec6e18d6e5fbe479c7302cedb22bb71003db4a9c20cac,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.23763108253479,0.5364978313446045,2,2,1,2026-02-12T16:02:01.478269,42
django__django-13964,0,Qwen/Qwen2.5-Coder-7B-Instruct,80dc4582f20b64d6480eae3859bf8411bfa97a2c93fc591473ea4d76d95187cc,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.6887617111206055,0.4996209144592285,0,0,0,2026-02-12T16:02:04.253061,42
django__django-14016,0,Qwen/Qwen2.5-Coder-7B-Instruct,0fd60eec5416d3e85dea0a0fadcb40152c9b9c880585b83a535b034cdf61da20,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.9966986179351807,0.5044796466827393,2,2,2,2026-02-12T16:02:06.442041,42
django__django-14017,0,Qwen/Qwen2.5-Coder-7B-Instruct,31c7d760010385cbc142a1cd8c2381f892cb4c2db7cf092f81e64e86903a98b6,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5231273174285889,0.5396971702575684,0,0,0,2026-02-12T16:02:09.943661,42
django__django-14155,0,Qwen/Qwen2.5-Coder-7B-Instruct,063cae90953d7a91366821f52da9ac5e7045569c2714e65025ddba6ad5e05ae3,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.8079214096069336,0.5185284614562988,2,0,1,2026-02-12T16:02:12.006989,42
django__django-14238,0,Qwen/Qwen2.5-Coder-7B-Instruct,e17ca3471a1da3b04dc7d1fd7db914e0314a53c2087345d337172ffa740bc962,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.5618433952331543,0.5359253883361816,5,0,2,2026-02-12T16:02:14.333877,42
django__django-14382,0,Qwen/Qwen2.5-Coder-7B-Instruct,8a7d1eca29d48367065d85a9b83e2e65da2d8f64831f464c38ccce3026f2689e,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.267787218093872,0.78330397605896,1,1,1,2026-02-12T16:02:18.432211,42
django__django-14411,0,Qwen/Qwen2.5-Coder-7B-Instruct,71f8fdfc2e0440b2f4981f8fcd842adae681a7bad5d38deb85c6493f3b5299ea,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.6158759593963623,0.6124622821807861,1,1,1,2026-02-12T16:02:20.483903,42
django__django-14534,0,Qwen/Qwen2.5-Coder-7B-Instruct,d88e2ad1688f9b582a0dec63ace96fca3947f7ce5a8fd8c850ebd4ea965e8ca8,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.3571395874023438,0.5735278129577637,14,1,2,2026-02-12T16:02:22.712718,42
django__django-14580,0,Qwen/Qwen2.5-Coder-7B-Instruct,cc1c5a56121084f4dbb9398fed2c3a89b97c3eedd96f1bbe0928d0baea807838,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5784704685211182,0.7144896984100342,0,0,0,2026-02-12T16:02:26.643794,42
django__django-14608,0,Qwen/Qwen2.5-Coder-7B-Instruct,7353698aae63e8a15948cbcaa8d62f52d8ce7495b10e708cb0e4198a266e9028,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.98765230178833,0.5142011642456055,6,0,2,2026-02-12T16:02:28.937140,42
django__django-14667,0,Qwen/Qwen2.5-Coder-7B-Instruct,f6d368167006727531badf48b364a91bfa04123de861cdc9d52dec1976999640,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5044407844543457,0.5113327503204346,1,1,1,2026-02-12T16:02:33.439563,42
django__django-14672,0,Qwen/Qwen2.5-Coder-7B-Instruct,f2fa6df4a3076abaf5f64f72a726ec30e6e9151d01b1964d7a325cf14e287e99,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,20.64551067352295,0.5221199989318848,29,3,1,2026-02-12T16:02:35.455748,42
django__django-14730,0,Qwen/Qwen2.5-Coder-7B-Instruct,0c746a5db6d624d78e55d81daa6ee3c3f217ee3f592b2e664d42c1551d03097e,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.000200271606445,0.511389970779419,10,1,2,2026-02-12T16:02:56.623899,42
django__django-14752,0,Qwen/Qwen2.5-Coder-7B-Instruct,33d3f259de4de68aa2301b73821928d97da44d5ee04fa33a4e709b9a59ddc43c,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,11.10304069519043,0.52897047996521,46,0,2,2026-02-12T16:03:01.135923,42
django__django-14787,0,Qwen/Qwen2.5-Coder-7B-Instruct,08b0cf03c26de17df153e6099bc2f252b36505b732f0049d6633f344e5e87de9,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,0.746389627456665,0.5267002582550049,1,0,1,2026-02-12T16:03:12.768617,42
django__django-14855,0,Qwen/Qwen2.5-Coder-7B-Instruct,1d8e22dcb12c2802acdd0aff7a0f61b800ed9c61e84bf3f3eddcd8152786ec55,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.4645986557006836,0.5615725517272949,1,1,1,2026-02-12T16:03:14.042341,42
django__django-14915,0,Qwen/Qwen2.5-Coder-7B-Instruct,9253f797ab6d7fa867691d9dc76deba7068a06a02dbb5a04dcd2033b19f25dcc,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.586256742477417,0.5263259410858154,1,0,1,2026-02-12T16:03:16.069063,42
django__django-14997,0,Qwen/Qwen2.5-Coder-7B-Instruct,23cd420e4895a0606d67f8c6f53249f6453e0629e2aa4e264178e08bc231c06a,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.5052764415740967,0.5211243629455566,3,3,2,2026-02-12T16:03:18.182167,42
django__django-14999,0,Qwen/Qwen2.5-Coder-7B-Instruct,c8b12719bfe095c3166423ef7f622ec57ce552b828a3ff6eafe21b240e81639d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.30698561668396,0.4924595355987549,1,1,1,2026-02-12T16:03:22.209267,42
django__django-15061,0,Qwen/Qwen2.5-Coder-7B-Instruct,f6d756cbec3d799061d6354b4171f70656c9b5550175107bfce2677f87777ee4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,1,1.4807941913604736,0.49529337882995605,2,2,1,2026-02-12T16:03:24.009164,42
django__django-15202,0,Qwen/Qwen2.5-Coder-7B-Instruct,7f1da07199eefda724d4b151c1f7ca52bbd09a52e83a1660d0739ad9e32c115a,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5091118812561035,0.5195755958557129,1,1,1,2026-02-12T16:03:25.985823,42
django__django-15213,0,Qwen/Qwen2.5-Coder-7B-Instruct,1ee190dd3e35d020a99b1ecc861267b99228011e244e5e45c3b0b9def0b70a5a,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.4187202453613281,0.5501952171325684,1,1,1,2026-02-12T16:03:28.014969,42
django__django-15252,0,Qwen/Qwen2.5-Coder-7B-Instruct,75cf9946c03c43716f9fed3feb6a3386e1065f77872cf3c20dd9cb15b757fc2f,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.010283470153808594,0.010283470153808594,0,0,0,2026-02-12T16:03:29.984290,42
django__django-15320,0,Qwen/Qwen2.5-Coder-7B-Instruct,71c58246131dbc7dbd1be82535002c2f7ce068c06515c903ba4f3f4240ed932a,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.728036403656006,0.5338218212127686,3,0,2,2026-02-12T16:03:29.994782,42
django__django-15347,0,Qwen/Qwen2.5-Coder-7B-Instruct,80d9bb23a57e8c88fac85f2ab183baded95f650bf811e206f5eecd481924f05c,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.737391948699951,0.5418338775634766,5,5,2,2026-02-12T16:03:34.257046,42
